"Date","depth_mid","var_aeme","depth_from","depth_to","value","lake"
2004-10-29,3,"ext_NCS_tur",3,3,10.2,NA
2004-10-29,4,"CHM_oxy",4,4,8.7,NA
2004-10-29,4,"HYD_temp",4,4,15.5,NA
2004-10-29,5,"HYD_temp",5,5,15.2,NA
2004-10-29,6,"CHM_oxy",6,6,8.6,NA
2004-10-29,6,"HYD_temp",6,6,15.1,NA
2004-10-29,6,"NCS_tss",6,6,0.9,NA
2004-10-29,6,"NIT_amm",6,6,0.02,NA
2004-10-29,6,"NIT_nnn",6,6,0.01,NA
2004-10-29,6,"PHS_frp",6,6,0.02,NA
2004-10-29,6,"PHS_tp",6,6,0.02,NA
2004-10-29,6,"PHY_tchla",6,6,2.4,NA
2004-10-29,6,"ext_NCS_tur",6,6,11.3,NA
2004-10-29,7,"HYD_temp",7,7,15,NA
2004-10-29,8,"CHM_oxy",8,8,8.3,NA
2004-10-29,8,"HYD_temp",8,8,14.9,NA
2004-10-29,9,"CHM_oxy",9,9,8.4,NA
2004-10-29,9,"NCS_tss",9,9,1.7,NA
2004-10-29,9,"NIT_amm",9,9,0.03,NA
2004-10-29,9,"NIT_nnn",9,9,0.015,NA
2004-10-29,9,"PHY_tchla",9,9,2,NA
2004-10-29,9,"ext_NCS_tur",9,9,12.1,NA
2004-10-29,10,"CHM_oxy",10,10,7.6,NA
2004-10-29,11,"CHM_oxy",11,11,7.7,NA
2004-10-29,11,"HYD_temp",11,11,14.8,NA
2004-10-29,11,"NCS_tss",11,11,2.8,NA
2004-10-29,11,"NIT_amm",11,11,0.05,NA
2004-10-29,11,"NIT_nnn",11,11,0.019,NA
2004-10-29,11,"PHY_tchla",11,11,38.9,NA
2004-10-29,11,"ext_NCS_tur",11,11,14.7,NA
2004-10-29,12,"CHM_oxy",12,12,6.7,NA
2004-10-29,12,"HYD_temp",12,12,14.7,NA
2004-10-29,13,"CHM_oxy",13,13,0.6,NA
2004-11-25,0,"CHM_oxy",0,0,8.1,NA
2004-11-25,0,"CHM_ph",0,0,7.6,NA
2004-11-25,0,"NIT_amm",0,0,0,NA
2004-11-25,0,"PHS_tp",0,0,0.03,NA
2004-11-25,0,"PHY_tchla",0,0,6.8,NA
2004-11-25,0,"RAD_secchi",0,0,0.9,NA
2004-11-25,1,"CHM_oxy",1,1,8.2,NA
2004-11-25,1,"HYD_temp",1,1,19.4,NA
2004-11-25,2,"HYD_temp",2,2,19.1,NA
2004-11-25,3,"CHM_oxy",3,3,6.7,NA
2004-11-25,3,"HYD_temp",3,3,18.2,NA
2004-11-25,3,"NCS_tss",3,3,1.8,NA
2004-11-25,3,"NIT_nnn",3,3,0.016,NA
2004-11-25,3,"PHS_frp",3,3,0.02,NA
2004-11-25,3,"PHS_tp",3,3,0.03,NA
2004-11-25,3,"PHY_tchla",3,3,6.8,NA
2004-11-25,3,"ext_NCS_tur",3,3,7.7,NA
2004-11-25,4,"CHM_oxy",4,4,6.8,NA
2004-11-25,4,"HYD_temp",4,4,17.7,NA
2004-11-25,5,"CHM_oxy",5,5,6.1,NA
2004-11-25,5,"HYD_temp",5,5,17.4,NA
2004-11-25,6,"CHM_oxy",6,6,6,NA
2004-11-25,6,"HYD_temp",6,6,17.1,NA
2004-11-25,7,"CHM_oxy",7,7,5.2,NA
2004-11-25,7,"HYD_temp",7,7,16.8,NA
2004-11-25,8,"CHM_oxy",8,8,4.5,NA
2004-11-25,8,"HYD_temp",8,8,16.4,NA
2004-11-25,9,"CHM_oxy",9,9,4,NA
2004-11-25,9,"HYD_temp",9,9,16.1,NA
2004-11-25,9,"NCS_tss",9,9,2.9,NA
2004-11-25,9,"NIT_amm",9,9,0.02,NA
2004-11-25,9,"NIT_nnn",9,9,0.064,NA
2004-11-25,9,"ext_NCS_tur",9,9,12.4,NA
2004-11-25,10,"CHM_oxy",10,10,3.5,NA
2004-11-25,10,"HYD_temp",10,10,15.7,NA
2004-11-25,11,"CHM_oxy",11,11,3.1,NA
2004-11-25,11,"HYD_temp",11,11,15.5,NA
2004-11-25,12,"CHM_oxy",12,12,2.5,NA
2004-11-25,12,"HYD_temp",12,12,15.3,NA
2004-11-25,13,"CHM_oxy",13,13,0.5,NA
2004-11-25,13,"HYD_temp",13,13,15.1,NA
2004-12-21,0,"CHM_oxy",0,0,9.9,NA
2004-12-21,0,"HYD_temp",0,0,16.5,NA
2004-12-21,0,"NCS_tss",0,0,4.7,NA
2004-12-21,0,"NIT_amm",0,0,0.005,NA
2004-12-21,0,"NIT_nnn",0,0,0.003,NA
2004-12-21,0,"PHS_frp",0,0,0.01,NA
2004-12-21,0,"PHS_tp",0,0,0.05,NA
2004-12-21,0,"PHY_tchla",0,0,2.6,NA
2004-12-21,0,"RAD_secchi",0,0,1.4,NA
2004-12-21,0,"ext_NCS_tur",0,0,8.9,NA
2004-12-21,4,"CHM_oxy",4,4,9.8,NA
2004-12-21,4,"NCS_tss",4,4,6.2,NA
2004-12-21,4,"PHS_tp",4,4,0.03,NA
2004-12-21,4,"PHY_tchla",4,4,2.2,NA
2004-12-21,4,"ext_NCS_tur",4,4,8.6,NA
2004-12-21,5,"CHM_oxy",5,5,9.7,NA
2004-12-21,8,"CHM_oxy",8,8,9.6,NA
2004-12-21,8,"NCS_tss",8,8,5.2,NA
2004-12-21,8,"PHS_tp",8,8,0.04,NA
2004-12-21,8,"PHY_tchla",8,8,1.7,NA
2004-12-21,8,"ext_NCS_tur",8,8,9.2,NA
2004-12-21,11,"CHM_oxy",11,11,9.5,NA
2004-12-21,12,"CHM_oxy",12,12,9.3,NA
2004-12-21,12,"HYD_temp",12,12,16.4,NA
2004-12-21,12,"NCS_tss",12,12,6.9,NA
2004-12-21,12,"PHY_tchla",12,12,2.5,NA
2004-12-21,12,"ext_NCS_tur",12,12,10.1,NA
2004-12-21,13,"CHM_oxy",13,13,9.1,NA
2004-12-21,13,"HYD_temp",13,13,16.3,NA
2005-01-18,0,"CHM_oxy",0,0,7.6,NA
2005-01-18,0,"CHM_ph",0,0,7.8,NA
2005-01-18,0,"HYD_temp",0,0,23,NA
2005-01-18,0,"NIT_amm",0,0,0,NA
2005-01-18,0,"PHS_tp",0,0,0.026,NA
2005-01-18,0,"PHY_tchla",0,0,4.6,NA
2005-01-18,0,"RAD_secchi",0,0,1.1,NA
2005-01-18,1,"HYD_temp",1,1,22.9,NA
2005-01-18,1,"NCS_tss",1,1,3.6,NA
2005-01-18,1,"NIT_nnn",1,1,0.011,NA
2005-01-18,1,"PHS_frp",1,1,0.02,NA
2005-01-18,1,"PHS_tp",1,1,0.026,NA
2005-01-18,1,"PHY_tchla",1,1,4.6,NA
2005-01-18,1,"ext_NCS_tur",1,1,6.5,NA
2005-01-18,2,"CHM_oxy",2,2,7.4,NA
2005-01-18,2,"HYD_temp",2,2,22,NA
2005-01-18,3,"CHM_oxy",3,3,7.1,NA
2005-01-18,3,"HYD_temp",3,3,20.3,NA
2005-01-18,4,"CHM_oxy",4,4,7,NA
2005-01-18,4,"HYD_temp",4,4,19.5,NA
2005-01-18,5,"CHM_oxy",5,5,6.8,NA
2005-01-18,5,"HYD_temp",5,5,19,NA
2005-01-18,6,"CHM_oxy",6,6,6.4,NA
2005-01-18,6,"HYD_temp",6,6,18.8,NA
2005-01-18,7,"CHM_oxy",7,7,6.2,NA
2005-01-18,7,"HYD_temp",7,7,18.4,NA
2005-01-18,8,"CHM_oxy",8,8,5.8,NA
2005-01-18,8,"HYD_temp",8,8,18.1,NA
2005-01-18,9,"CHM_oxy",9,9,5.5,NA
2005-01-18,9,"HYD_temp",9,9,17.7,NA
2005-01-18,10,"CHM_oxy",10,10,4.6,NA
2005-01-18,10,"HYD_temp",10,10,17.3,NA
2005-01-18,10,"NCS_tss",10,10,4.2,NA
2005-01-18,10,"NIT_amm",10,10,0.01,NA
2005-01-18,10,"NIT_nnn",10,10,0.009,NA
2005-01-18,10,"PHS_frp",10,10,0.01,NA
2005-01-18,10,"PHS_tp",10,10,0.029,NA
2005-01-18,10,"ext_NCS_tur",10,10,8.1,NA
2005-01-18,11,"CHM_oxy",11,11,4.4,NA
2005-01-18,11,"HYD_temp",11,11,16.9,NA
2005-01-18,12,"CHM_oxy",12,12,3.2,NA
2005-01-18,12,"HYD_temp",12,12,16.7,NA
2005-01-18,13,"CHM_oxy",13,13,0.3,NA
2005-01-18,13,"HYD_temp",13,13,16.5,NA
2005-02-10,0,"CHM_oxy",0,0,8.3,NA
2005-02-10,0,"HYD_temp",0,0,24.7,NA
2005-02-10,0,"NIT_amm",0,0,0,NA
2005-02-10,0,"PHS_tp",0,0,0.02,NA
2005-02-10,0,"PHY_tchla",0,0,3.4,NA
2005-02-10,0,"RAD_secchi",0,0,2.6,NA
2005-02-10,1,"CHM_oxy",1,1,7.8,NA
2005-02-10,1,"HYD_temp",1,1,24.6,NA
2005-02-10,2,"CHM_oxy",2,2,7.6,NA
2005-02-10,2,"HYD_temp",2,2,24.5,NA
2005-02-10,3,"CHM_oxy",3,3,6.4,NA
2005-02-10,3,"HYD_temp",3,3,23.8,NA
2005-02-10,4,"CHM_oxy",4,4,5.9,NA
2005-02-10,4,"HYD_temp",4,4,23,NA
2005-02-10,4,"NCS_tss",4,4,2.2,NA
2005-02-10,4,"NIT_amm",4,4,0.01,NA
2005-02-10,4,"NIT_nnn",4,4,0.035,NA
2005-02-10,4,"PHS_frp",4,4,0.01,NA
2005-02-10,4,"PHS_tp",4,4,0.02,NA
2005-02-10,4,"PHY_tchla",4,4,3.4,NA
2005-02-10,4,"ext_NCS_tur",4,4,3.9,NA
2005-02-10,5,"CHM_oxy",5,5,4.9,NA
2005-02-10,5,"HYD_temp",5,5,22.3,NA
2005-02-10,6,"CHM_oxy",6,6,5,NA
2005-02-10,6,"HYD_temp",6,6,20.7,NA
2005-02-10,7,"CHM_oxy",7,7,4.7,NA
2005-02-10,7,"HYD_temp",7,7,19.5,NA
2005-02-10,8,"CHM_oxy",8,8,4.2,NA
2005-02-10,8,"HYD_temp",8,8,18.9,NA
2005-02-10,9,"CHM_oxy",9,9,3.9,NA
2005-02-10,9,"HYD_temp",9,9,18.3,NA
2005-02-10,10,"CHM_oxy",10,10,2.8,NA
2005-02-10,10,"HYD_temp",10,10,17.7,NA
2005-02-10,11,"CHM_oxy",11,11,1.8,NA
2005-02-10,11,"HYD_temp",11,11,17.5,NA
2005-02-10,12,"CHM_oxy",12,12,0.9,NA
2005-02-10,12,"HYD_temp",12,12,17.1,NA
2005-02-10,13,"CHM_oxy",13,13,0.3,NA
2005-02-10,13,"HYD_temp",13,13,16.9,NA
2005-02-10,14,"CHM_oxy",14,14,0.2,NA
2005-02-10,14,"HYD_temp",14,14,16.8,NA
2005-02-10,14,"NCS_tss",14,14,7.3,NA
2005-02-10,14,"NIT_amm",14,14,0.11,NA
2005-02-10,14,"NIT_nnn",14,14,0.004,NA
2005-02-10,14,"PHS_tp",14,14,0.03,NA
2005-02-10,14,"PHY_tchla",14,14,1.6,NA
2005-02-10,14,"ext_NCS_tur",14,14,7.9,NA
2005-03-17,0,"CHM_oxy",0,0,7.4,NA
2005-03-17,0,"CHM_ph",0,0,7.9,NA
2005-03-17,0,"HYD_temp",0,0,23.3,NA
2005-03-17,0,"NIT_amm",0,0,0,NA
2005-03-17,0,"PHS_tp",0,0,0.024,NA
2005-03-17,0,"PHY_tchla",0,0,6.4,NA
2005-03-17,0,"RAD_secchi",0,0,1.7,NA
2005-03-17,1,"HYD_temp",1,1,22.7,NA
2005-03-17,2,"CHM_oxy",2,2,7.3,NA
2005-03-17,2,"HYD_temp",2,2,22.4,NA
2005-03-17,2,"NCS_tss",2,2,2.6,NA
2005-03-17,2,"PHS_frp",2,2,0.01,NA
2005-03-17,2,"PHS_tp",2,2,0.024,NA
2005-03-17,2,"PHY_tchla",2,2,6.4,NA
2005-03-17,2,"ext_NCS_tur",2,2,2.8,NA
2005-03-17,3,"CHM_oxy",3,3,6.8,NA
2005-03-17,3,"HYD_temp",3,3,22,NA
2005-03-17,4,"CHM_oxy",4,4,6.4,NA
2005-03-17,4,"HYD_temp",4,4,21.7,NA
2005-03-17,5,"CHM_oxy",5,5,5.3,NA
2005-03-17,5,"HYD_temp",5,5,21.6,NA
2005-03-17,6,"HYD_temp",6,6,20.5,NA
2005-03-17,6,"NCS_tss",6,6,2.8,NA
2005-03-17,6,"NIT_amm",6,6,0.01,NA
2005-03-17,6,"NIT_nnn",6,6,0.005,NA
2005-03-17,6,"PHS_tp",6,6,0.022,NA
2005-03-17,6,"ext_NCS_tur",6,6,2.9,NA
2005-03-17,7,"CHM_oxy",7,7,1.1,NA
2005-03-17,7,"HYD_temp",7,7,18.9,NA
2005-04-21,0,"CHM_oxy",0,0,7.8,NA
2005-04-21,0,"HYD_temp",0,0,19.1,NA
2005-04-21,0,"PHS_tp",0,0,0.023,NA
2005-04-21,0,"RAD_secchi",0,0,2.9,NA
2005-04-21,1,"CHM_oxy",1,1,7.6,NA
2005-04-21,1,"HYD_temp",1,1,19,NA
2005-04-21,1,"NCS_tss",1,1,1.3,NA
2005-04-21,1,"PHS_frp",1,1,0.009,NA
2005-04-21,1,"PHS_tp",1,1,0.023,NA
2005-04-21,1,"ext_NCS_tur",1,1,2.2,NA
2005-04-21,2,"CHM_oxy",2,2,7.5,NA
2005-04-21,3,"PHS_tp",3,3,0.025,NA
2005-04-21,5,"CHM_oxy",5,5,7.4,NA
2005-04-21,6,"CHM_oxy",6,6,7.3,NA
2005-04-21,6,"HYD_temp",6,6,18.9,NA
2005-04-21,6,"PHS_tp",6,6,0.024,NA
2005-04-21,6,"ext_NCS_tur",6,6,2.3,NA
2005-04-21,9,"CHM_oxy",9,9,7,NA
2005-04-21,9,"NCS_tss",9,9,2.2,NA
2005-04-21,9,"PHS_frp",9,9,0.008,NA
2005-04-21,9,"ext_NCS_tur",9,9,2.5,NA
2005-04-21,10,"CHM_oxy",10,10,7.1,NA
2005-04-21,10,"HYD_temp",10,10,18.8,NA
2005-04-21,11,"CHM_oxy",11,11,0.2,NA
2005-04-21,11,"HYD_temp",11,11,17.8,NA
2005-04-21,12,"HYD_temp",12,12,17.2,NA
2005-04-21,13,"CHM_oxy",13,13,0.1,NA
2005-04-21,13,"HYD_temp",13,13,17,NA
2005-04-21,13,"NCS_tss",13,13,5.6,NA
2005-04-21,13,"PHS_frp",13,13,0.01,NA
2005-04-21,13,"PHS_tp",13,13,0.036,NA
2005-04-21,13,"ext_NCS_tur",13,13,8,NA
2005-05-20,0,"CHM_ph",0,0,8,NA
2005-05-20,0,"HYD_temp",0,0,17,NA
2005-05-20,0,"NIT_amm",0,0,0,NA
2005-05-20,0,"PHS_tp",0,0,0.023,NA
2005-05-20,0,"PHY_tchla",0,0,12.4,NA
2005-05-20,0,"RAD_secchi",0,0,2.4,NA
2005-05-20,1,"CHM_oxy",1,1,8.4,NA
2005-05-20,1,"NCS_tss",1,1,1.8,NA
2005-05-20,1,"NIT_amm",1,1,0.005,NA
2005-05-20,1,"PHS_frp",1,1,0.009,NA
2005-05-20,1,"PHY_tchla",1,1,12.4,NA
2005-05-20,1,"ext_NCS_tur",1,1,1.6,NA
2005-05-20,2,"CHM_oxy",2,2,8,NA
2005-05-20,2,"HYD_temp",2,2,16.9,NA
2005-05-20,3,"CHM_oxy",3,3,7.7,NA
2005-05-20,3,"HYD_temp",3,3,16.6,NA
2005-05-20,4,"CHM_oxy",4,4,7.5,NA
2005-05-20,4,"HYD_temp",4,4,16.3,NA
2005-05-20,5,"HYD_temp",5,5,16.2,NA
2005-05-20,7,"CHM_oxy",7,7,7.3,NA
2005-05-20,7,"HYD_temp",7,7,16.1,NA
2005-05-20,8,"CHM_oxy",8,8,7.1,NA
2005-05-20,8,"NCS_tss",8,8,1.4,NA
2005-05-20,8,"NIT_amm",8,8,0.003,NA
2005-05-20,8,"NIT_nnn",8,8,0.006,NA
2005-05-20,8,"PHS_tp",8,8,0.023,NA
2005-05-20,8,"ext_NCS_tur",8,8,2.5,NA
2005-05-20,9,"CHM_oxy",9,9,7,NA
2005-05-20,9,"HYD_temp",9,9,15.9,NA
2005-05-20,11,"CHM_oxy",11,11,6.9,NA
2005-05-20,12,"CHM_oxy",12,12,6.8,NA
2005-05-20,13,"CHM_oxy",13,13,0.1,NA
2005-08-11,0,"CHM_ph",0,0,7.7,NA
2005-08-11,0,"HYD_temp",0,0,12.5,NA
2005-08-11,0,"NIT_amm",0,0,0,NA
2005-08-11,0,"PHS_tp",0,0,0.023,NA
2005-08-11,0,"PHY_tchla",0,0,8.2,NA
2005-08-11,0,"RAD_secchi",0,0,1,NA
2005-08-11,1,"NCS_tss",1,1,3.2,NA
2005-08-11,1,"NIT_amm",1,1,0.013,NA
2005-08-11,1,"NIT_nnn",1,1,0.013,NA
2005-08-11,1,"PHS_frp",1,1,0.012,NA
2005-08-11,1,"PHS_tp",1,1,0.023,NA
2005-08-11,1,"PHY_tchla",1,1,8.2,NA
2005-08-11,1,"ext_NCS_tur",1,1,6.9,NA
2005-08-11,2,"HYD_temp",2,2,12.4,NA
2005-08-11,4,"HYD_temp",4,4,12.3,NA
2005-08-11,10,"NCS_tss",10,10,2.8,NA
2005-08-11,10,"NIT_amm",10,10,0.011,NA
2005-08-11,10,"NIT_nnn",10,10,0.018,NA
2005-08-11,10,"PHS_frp",10,10,0.014,NA
2005-08-11,10,"PHS_tp",10,10,0.022,NA
2005-08-11,10,"ext_NCS_tur",10,10,7.5,NA
2005-11-24,0,"CHM_oxy",0,0,8.7,NA
2005-11-24,0,"CHM_ph",0,0,7.88,NA
2005-11-24,0,"HYD_temp",0,0,18.6,NA
2005-11-24,0,"NIT_amm",0,0,0,NA
2005-11-24,0,"PHS_tp",0,0,0.025,NA
2005-11-24,0,"PHY_tchla",0,0,1,NA
2005-11-24,0,"RAD_secchi",0,0,1.7,NA
2005-11-24,2,"CHM_oxy",2,2,8.5,NA
2005-11-24,2,"HYD_temp",2,2,18.5,NA
2005-11-24,2,"NCS_tss",2,2,4,NA
2005-11-24,2,"NIT_amm",2,2,0.013,NA
2005-11-24,2,"NIT_nnn",2,2,0.015,NA
2005-11-24,2,"PHS_frp",2,2,0.023,NA
2005-11-24,2,"PHS_tp",2,2,0.025,NA
2005-11-24,2,"PHY_tchla",2,2,1,NA
2005-11-24,2,"ext_NCS_tur",2,2,4.5,NA
2005-11-24,3,"CHM_oxy",3,3,8.6,NA
2005-11-24,4,"CHM_oxy",4,4,8.2,NA
2005-11-24,4,"HYD_temp",4,4,18.4,NA
2005-11-24,5,"CHM_oxy",5,5,4.9,NA
2005-11-24,5,"HYD_temp",5,5,17.2,NA
2005-11-24,6,"CHM_oxy",6,6,2.4,NA
2005-11-24,6,"HYD_temp",6,6,15.7,NA
2005-11-24,7,"CHM_oxy",7,7,1.5,NA
2005-11-24,7,"HYD_temp",7,7,14.9,NA
2005-11-24,8,"CHM_oxy",8,8,1.4,NA
2005-11-24,8,"HYD_temp",8,8,14.6,NA
2005-11-24,9,"CHM_oxy",9,9,1.3,NA
2005-11-24,9,"HYD_temp",9,9,14.4,NA
2005-11-24,10,"CHM_oxy",10,10,1.1,NA
2005-11-24,10,"HYD_temp",10,10,14.3,NA
2005-11-24,10,"NCS_tss",10,10,1.5,NA
2005-11-24,10,"NIT_amm",10,10,0.006,NA
2005-11-24,10,"NIT_nnn",10,10,0.03,NA
2005-11-24,10,"PHS_frp",10,10,0.019,NA
2005-11-24,10,"PHS_tp",10,10,0.021,NA
2005-11-24,10,"ext_NCS_tur",10,10,8.55,NA
2005-11-24,11,"CHM_oxy",11,11,0.6,NA
2005-11-24,11,"HYD_temp",11,11,14.2,NA
2005-11-24,12,"CHM_oxy",12,12,0.2,NA
2005-11-24,13,"CHM_oxy",13,13,0.1,NA
2005-11-24,13,"HYD_temp",13,13,14.1,NA
2006-01-10,0,"CHM_oxy",0,0,9.6,NA
2006-01-10,0,"HYD_temp",0,0,22.6,NA
2006-01-10,0,"RAD_secchi",0,0,1.5,NA
2006-01-10,1,"CHM_oxy",1,1,9.8,NA
2006-01-10,1,"HYD_temp",1,1,21.9,NA
2006-01-10,2,"HYD_temp",2,2,20.9,NA
2006-01-10,3,"CHM_oxy",3,3,9.2,NA
2006-01-10,3,"HYD_temp",3,3,20.3,NA
2006-01-10,4,"CHM_oxy",4,4,8.4,NA
2006-01-10,4,"HYD_temp",4,4,19.8,NA
2006-01-10,4,"NCS_tss",4,4,1.6,NA
2006-01-10,4,"NIT_amm",4,4,0.007,NA
2006-01-10,4,"NIT_nnn",4,4,0.01,NA
2006-01-10,4,"PHS_frp",4,4,0.016,NA
2006-01-10,4,"PHS_tp",4,4,0.02,NA
2006-01-10,4,"PHY_tchla",4,4,7.5,NA
2006-01-10,4,"ext_NCS_tur",4,4,4.4,NA
2006-01-10,5,"HYD_temp",5,5,19.5,NA
2006-01-10,6,"CHM_oxy",6,6,7.8,NA
2006-01-10,6,"HYD_temp",6,6,19.4,NA
2006-01-10,7,"CHM_oxy",7,7,7.7,NA
2006-01-10,7,"HYD_temp",7,7,19.3,NA
2006-01-10,8,"CHM_oxy",8,8,7.4,NA
2006-01-10,8,"HYD_temp",8,8,19.2,NA
2006-01-10,9,"CHM_oxy",9,9,7.3,NA
2006-01-10,9,"HYD_temp",9,9,19.1,NA
2006-01-10,10,"CHM_oxy",10,10,4,NA
2006-01-10,10,"HYD_temp",10,10,18,NA
2006-01-10,11,"CHM_oxy",11,11,1.1,NA
2006-01-10,11,"HYD_temp",11,11,15.9,NA
2006-01-10,12,"CHM_oxy",12,12,0.6,NA
2006-01-10,12,"HYD_temp",12,12,15.1,NA
2006-01-10,12,"NCS_tss",12,12,9.8,NA
2006-01-10,12,"NIT_amm",12,12,0.064,NA
2006-01-10,12,"NIT_nnn",12,12,0.018,NA
2006-01-10,12,"PHS_frp",12,12,0.012,NA
2006-01-10,12,"PHS_tp",12,12,0.03,NA
2006-01-10,12,"ext_NCS_tur",12,12,13.3,NA
2006-01-10,13,"HYD_temp",13,13,14.9,NA
2006-01-10,14,"CHM_oxy",14,14,0.2,NA
2006-02-16,0,"CHM_oxy",0,0,7.7,NA
2006-02-16,0,"CHM_ph",0,0,7.47,NA
2006-02-16,0,"HYD_temp",0,0,23.7,NA
2006-02-16,0,"NIT_amm",0,0,0,NA
2006-02-16,0,"PHS_tp",0,0,0.039,NA
2006-02-16,0,"PHY_tchla",0,0,9,NA
2006-02-16,0,"RAD_secchi",0,0,2.3,NA
2006-02-16,1,"CHM_oxy",1,1,7.8,NA
2006-02-16,1,"HYD_temp",1,1,23.3,NA
2006-02-16,1,"NCS_tss",1,1,1.5,NA
2006-02-16,1,"NIT_amm",1,1,0.005,NA
2006-02-16,1,"NIT_nnn",1,1,0.002,NA
2006-02-16,1,"PHS_frp",1,1,0.01,NA
2006-02-16,1,"PHS_tp",1,1,0.039,NA
2006-02-16,1,"PHY_tchla",1,1,9,NA
2006-02-16,1,"RAD_secchi",1,1,2.3,NA
2006-02-16,1,"ext_NCS_tur",1,1,1.9,NA
2006-02-16,2,"CHM_oxy",2,2,7.6,NA
2006-02-16,2,"HYD_temp",2,2,23.1,NA
2006-02-16,3,"CHM_oxy",3,3,7.3,NA
2006-02-16,3,"HYD_temp",3,3,22.9,NA
2006-02-16,4,"CHM_oxy",4,4,4.9,NA
2006-02-16,4,"HYD_temp",4,4,22.4,NA
2006-02-16,5,"CHM_oxy",5,5,0.2,NA
2006-02-16,5,"HYD_temp",5,5,21.4,NA
2006-02-16,6,"HYD_temp",6,6,20.4,NA
2006-02-16,7,"CHM_oxy",7,7,0.1,NA
2006-02-16,7,"HYD_temp",7,7,19.4,NA
2006-02-16,8,"HYD_temp",8,8,18.8,NA
2006-02-16,9,"HYD_temp",9,9,18.5,NA
2006-02-16,10,"HYD_temp",10,10,17.8,NA
2006-02-16,10,"NCS_tss",10,10,10,NA
2006-02-16,10,"NIT_amm",10,10,0.079,NA
2006-02-16,10,"NIT_nnn",10,10,0.007,NA
2006-02-16,10,"PHS_frp",10,10,0.015,NA
2006-02-16,10,"PHS_tp",10,10,0.046,NA
2006-02-16,10,"ext_NCS_tur",10,10,9.2,NA
2006-02-16,11,"HYD_temp",11,11,17,NA
2006-02-16,12,"HYD_temp",12,12,16.4,NA
2006-02-16,13,"HYD_temp",13,13,15.9,NA
2006-02-16,14,"HYD_temp",14,14,15.8,NA
2006-04-21,0,"CHM_oxy",0,0,9.4,NA
2006-04-21,0,"CHM_ph",0,0,7.8,NA
2006-04-21,0,"HYD_temp",0,0,19.9,NA
2006-04-21,0,"NIT_amm",0,0,0,NA
2006-04-21,0,"PHS_tp",0,0,0.032,NA
2006-04-21,0,"PHY_tchla",0,0,20,NA
2006-04-21,1,"HYD_temp",1,1,19.8,NA
2006-04-21,2,"CHM_oxy",2,2,9.6,NA
2006-04-21,2,"HYD_temp",2,2,18.7,NA
2006-04-21,3,"HYD_temp",3,3,18.5,NA
2006-04-21,4,"CHM_oxy",4,4,8.5,NA
2006-04-21,4,"HYD_temp",4,4,19.3,NA
2006-04-21,4,"NCS_tss",4,4,1,NA
2006-04-21,4,"NIT_amm",4,4,0.009,NA
2006-04-21,4,"NIT_nnn",4,4,0.033,NA
2006-04-21,4,"PHS_frp",4,4,0.011,NA
2006-04-21,4,"PHS_tp",4,4,0.032,NA
2006-04-21,4,"PHY_tchla",4,4,20,NA
2006-04-21,4,"ext_NCS_tur",4,4,2.3,NA
2006-04-21,5,"CHM_oxy",5,5,7.8,NA
2006-04-21,5,"HYD_temp",5,5,18.1,NA
2006-04-21,6,"CHM_oxy",6,6,6.8,NA
2006-04-21,7,"CHM_oxy",7,7,6.6,NA
2006-04-21,7,"HYD_temp",7,7,18,NA
2006-04-21,8,"CHM_oxy",8,8,6.1,NA
2006-04-21,9,"CHM_oxy",9,9,6,NA
2006-04-21,9,"HYD_temp",9,9,17.9,NA
2006-04-21,10,"CHM_oxy",10,10,5.5,NA
2006-04-21,11,"CHM_oxy",11,11,4.8,NA
2006-04-21,11,"NIT_amm",11,11,0.005,NA
2006-04-21,11,"NIT_nnn",11,11,0.021,NA
2006-04-21,11,"PHS_frp",11,11,0.01,NA
2006-04-21,11,"PHS_tp",11,11,0.03,NA
2006-04-21,11,"ext_NCS_tur",11,11,3.7,NA
2006-04-21,12,"CHM_oxy",12,12,4.5,NA
2006-04-21,13,"CHM_oxy",13,13,2.4,NA
2006-04-21,13,"HYD_temp",13,13,17.8,NA
2006-05-30,0,"CHM_ph",0,0,7.65,NA
2006-05-30,0,"HYD_temp",0,0,15.5,NA
2006-05-30,0,"NCS_tss",0,0,3.6,NA
2006-05-30,0,"NIT_amm",0,0,0.0035,NA
2006-05-30,0,"NIT_nnn",0,0,0.007,NA
2006-05-30,0,"PHS_frp",0,0,0.013,NA
2006-05-30,0,"PHS_tp",0,0,0.034,NA
2006-05-30,0,"PHY_tchla",0,0,2,NA
2006-05-30,0,"RAD_secchi",0,0,1.8,NA
2006-05-30,0,"ext_NCS_tur",0,0,6.1,NA
2006-05-30,1,"CHM_oxy",1,1,9.1,NA
2006-05-30,1,"HYD_temp",1,1,15.4,NA
2006-05-30,2,"CHM_oxy",2,2,8.4,NA
2006-05-30,2,"HYD_temp",2,2,14.9,NA
2006-05-30,3,"HYD_temp",3,3,14.8,NA
2006-05-30,5,"CHM_oxy",5,5,8.5,NA
2006-05-30,5,"HYD_temp",5,5,14.7,NA
2006-05-30,10,"NCS_tss",10,10,1.6,NA
2006-05-30,10,"NIT_amm",10,10,0.005,NA
2006-05-30,10,"NIT_nnn",10,10,0.008,NA
2006-05-30,10,"PHS_frp",10,10,0.012,NA
2006-05-30,10,"PHS_tp",10,10,0.032,NA
2006-05-30,10,"ext_NCS_tur",10,10,5.4,NA
